field_id,ingest_time,weather_time,humidity,wind_speed_mps,temperature_c
Field-A,2025-01-02 10:47:08,2025-01-01 23:30:00,0.48950246,7.528878,18.07124
Field-A,2025-01-02 06:55:14,2025-01-02 00:00:00,0.6966319,6.249571,34.790638
Field-A,2025-01-02 00:50:30,2025-01-02 00:30:00,0.42152014,7.355844,19.85605
Field-A,2025-01-02 11:40:35,2025-01-02 01:00:00,0.20798822,2.3683422,15.34908
Field-A,2025-01-02 11:32:54,2025-01-02 01:30:00,0.6173426,4.9321623,11.345172
Field-A,2025-01-02 09:04:38,2025-01-02 02:00:00,0.64667296,5.114238,6.5961995
Field-A,2025-01-02 07:25:01,2025-01-02 02:30:00,0.5601908,4.66375,21.135828
Field-A,2025-01-02 12:33:06,2025-01-02 03:00:00,0.3107227,6.1765504,20.75548
Field-A,2025-01-02 07:06:36,2025-01-02 03:30:00,0.6347742,6.5956354,12.737293
Field-A,2025-01-02 13:59:32,2025-01-02 04:00:00,0.6279365,6.0629654,24.493338
Field-A,2025-01-02 08:29:27,2025-01-02 04:30:00,0.42001948,4.8107233,16.147749
Field-A,2025-01-02 14:33:27,2025-01-02 05:00:00,0.3363715,3.5813937,21.423325
Field-A,2025-01-02 13:40:43,2025-01-02 05:30:00,0.53457016,7.6138096,18.07338
Field-A,2025-01-02 06:42:17,2025-01-02 06:00:00,0.6975273,5.9694123,14.760049
Field-A,2025-01-02 06:56:37,2025-01-02 06:30:00,0.6549978,2.9590495,9.315807
Field-A,2025-01-02 14:59:11,2025-01-02 07:00:00,0.42144933,4.7738876,14.981244
Field-A,2025-01-02 12:54:46,2025-01-02 07:30:00,0.6046465,1.3647407,21.894354
Field-A,2025-01-02 18:45:41,2025-01-02 08:00:00,0.73968273,5.2778153,12.443054
Field-A,2025-01-02 17:50:53,2025-01-02 08:30:00,0.36892018,4.763564,19.07819
Field-A,2025-01-02 20:14:00,2025-01-02 09:00:00,0.59136796,3.9361727,8.420849
Field-A,2025-01-02 11:51:35,2025-01-02 09:30:00,0.8211354,8.68612,21.46041
Field-A,2025-01-02 19:12:18,2025-01-02 10:00:00,0.3505122,2.656461,18.19059
Field-A,2025-01-02 15:47:12,2025-01-02 10:30:00,0.78799474,6.7540646,7.5852246
Field-A,2025-01-02 14:43:17,2025-01-02 11:00:00,0.87145376,10.010758,14.431898
Field-A,2025-01-02 16:00:39,2025-01-02 11:30:00,0.540003,7.569989,22.520086
Field-A,2025-01-02 22:18:05,2025-01-02 12:00:00,0.51825845,5.1306148,7.1867723
Field-A,2025-01-02 18:54:02,2025-01-02 12:30:00,0.765957,2.705049,8.503348
Field-A,2025-01-02 13:18:24,2025-01-02 13:00:00,0.5464965,2.2034633,15.513521
Field-A,2025-01-02 19:14:28,2025-01-02 13:30:00,0.15643719,4.294586,30.933315
Field-A,2025-01-02 23:15:03,2025-01-02 14:00:00,0.562217,3.6885984,11.291953
Field-A,2025-01-02 23:30:15,2025-01-02 14:30:00,0.66467273,3.6169968,19.466919
Field-A,2025-01-02 20:49:33,2025-01-02 15:00:00,0.7132151,4.4821105,17.820948
Field-A,2025-01-03 01:01:51,2025-01-02 15:30:00,0.42148677,4.975056,11.873361
Field-A,2025-01-03 02:33:35,2025-01-02 16:00:00,0.5314358,6.267466,17.127934
Field-A,2025-01-02 17:10:18,2025-01-02 16:30:00,0.7558433,2.4768484,12.865157
Field-A,2025-01-02 23:01:15,2025-01-02 17:00:00,0.5692003,3.6990635,13.495366
Field-A,2025-01-03 04:01:40,2025-01-02 17:30:00,0.30482715,4.8487215,4.3710966
Field-A,2025-01-02 23:04:24,2025-01-02 18:00:00,0.80277485,4.7699327,15.828946
Field-A,2025-01-03 06:28:00,2025-01-02 18:30:00,0.54146004,9.240132,22.293655
Field-A,2025-01-03 05:08:06,2025-01-02 19:00:00,0.7764194,5.7109423,16.401981
Field-A,2025-01-02 21:47:45,2025-01-02 19:30:00,0.32881778,1.6501024,23.633554
Field-A,2025-01-02 23:57:06,2025-01-02 20:00:00,0.5582224,6.119999,20.062292
Field-A,2025-01-03 01:12:00,2025-01-02 20:30:00,0.6717525,6.4004602,15.583211
Field-A,2025-01-03 02:51:11,2025-01-02 21:00:00,0.56431395,4.9247184,11.604521
Field-A,2025-01-03 05:48:01,2025-01-02 21:30:00,0.36705887,2.5305274,12.596154
Field-A,2025-01-03 08:07:26,2025-01-02 22:00:00,0.15037541,9.06772,5.7064266
Field-A,2025-01-03 05:12:31,2025-01-02 22:30:00,0.8541877,2.8462553,14.130447
Field-A,2025-01-02 23:09:19,2025-01-02 23:00:00,0.6246469,6.653699,17.021992
Field-A,2025-01-03 09:45:23,2025-01-02 23:30:00,0.79002416,5.640111,28.007948
Field-A,2025-01-03 04:11:57,2025-01-03 00:00:00,0.74716043,6.5217834,19.698242
Field-A,2025-01-03 04:42:28,2025-01-03 00:30:00,0.6874324,8.955088,9.946022
Field-A,2025-01-03 10:59:36,2025-01-03 01:00:00,0.5221593,6.4356055,5.9244223
Field-A,2025-01-03 11:16:29,2025-01-03 01:30:00,0.66815805,3.9709387,14.554135
Field-A,2025-01-03 12:33:16,2025-01-03 02:00:00,0.83785665,7.633183,21.682352
Field-A,2025-01-03 13:28:22,2025-01-03 02:30:00,0.594942,3.8115811,14.455686
Field-A,2025-01-03 04:55:15,2025-01-03 03:00:00,0.9223062,5.559828,19.79389
Field-A,2025-01-03 05:38:12,2025-01-03 03:30:00,0.31010407,2.355216,14.732121
Field-A,2025-01-03 09:20:06,2025-01-03 04:00:00,0.29075646,2.9267814,21.019003
Field-A,2025-01-03 16:17:49,2025-01-03 04:30:00,0.75785357,5.3130507,4.819194
Field-A,2025-01-03 09:07:32,2025-01-03 05:00:00,0.43262628,6.009791,27.229275
Field-A,2025-01-03 09:36:13,2025-01-03 05:30:00,0.94780064,1.4547406,8.212616
Field-A,2025-01-03 17:42:38,2025-01-03 06:00:00,0.82072145,6.294032,21.556126
Field-A,2025-01-03 18:08:17,2025-01-03 06:30:00,0.8657629,3.3972561,14.094712
Field-A,2025-01-03 13:46:17,2025-01-03 07:00:00,0.7391985,8.015314,15.189205
Field-A,2025-01-03 14:41:40,2025-01-03 07:30:00,0.41411495,4.4256783,14.312286
Field-A,2025-01-03 12:47:32,2025-01-03 08:00:00,0.28131852,2.728031,17.789232
Field-A,2025-01-03 18:21:48,2025-01-03 08:30:00,0.84915304,5.36677,19.202671
Field-A,2025-01-03 19:27:59,2025-01-03 09:00:00,0.31007773,3.184283,23.408531
Field-A,2025-01-03 12:39:59,2025-01-03 09:30:00,0.86527944,7.991679,25.855642
Field-A,2025-01-03 18:29:57,2025-01-03 10:00:00,0.70053065,5.2011666,18.32275
Field-A,2025-01-03 16:45:29,2025-01-03 10:30:00,0.5662745,4.8663116,27.99572
Field-A,2025-01-03 19:33:08,2025-01-03 11:00:00,0.6595686,6.501962,16.650808
Field-A,2025-01-03 16:36:03,2025-01-03 11:30:00,0.6637524,2.9891157,23.542082
Field-A,2025-01-03 19:20:32,2025-01-03 12:00:00,0.5435661,2.363862,19.001038
Field-A,2025-01-03 20:09:08,2025-01-03 12:30:00,0.8366237,6.0983734,12.155567
Field-A,2025-01-03 18:00:14,2025-01-03 13:00:00,0.83045214,2.7807245,17.268639
Field-A,2025-01-03 16:03:58,2025-01-03 13:30:00,0.6080187,2.7799776,19.522203
Field-A,2025-01-03 15:10:58,2025-01-03 14:00:00,0.47200102,7.040863,15.774613
Field-A,2025-01-04 02:10:01,2025-01-03 14:30:00,0.8150717,6.355141,18.889996
Field-A,2025-01-03 22:36:31,2025-01-03 15:00:00,0.21593913,2.441575,22.05754
Field-A,2025-01-03 20:52:10,2025-01-03 15:30:00,0.65990067,3.8379006,15.836388
Field-A,2025-01-03 21:24:56,2025-01-03 16:30:00,0.43089667,9.107903,27.74789
Field-A,2025-01-03 22:25:50,2025-01-03 17:00:00,0.7552814,7.193223,13.91686
Field-A,2025-01-03 22:51:15,2025-01-03 17:30:00,0.57525057,4.2741413,10.237039
Field-A,2025-01-04 05:05:15,2025-01-03 18:00:00,0.48177397,6.4676285,8.1312275
Field-A,2025-01-03 23:56:13,2025-01-03 18:30:00,0.7533802,2.2163904,13.644878
Field-A,2025-01-04 03:39:09,2025-01-03 19:00:00,0.3845768,3.7201784,12.060765
Field-A,2025-01-04 01:22:22,2025-01-03 19:30:00,0.7364548,5.4306993,10.840934
Field-A,2025-01-04 05:22:49,2025-01-03 20:00:00,0.22317769,6.1949077,11.225116
Field-A,2025-01-03 20:38:27,2025-01-03 20:30:00,0.6314268,4.98559,19.7082
Field-A,2025-01-04 06:07:20,2025-01-03 21:00:00,0.58789194,5.74563,30.212543
Field-A,2025-01-04 00:08:20,2025-01-03 21:30:00,0.48285475,5.37234,21.744001
Field-A,2025-01-04 03:11:25,2025-01-03 22:00:00,0.6501325,4.84013,23.858187
Field-A,2025-01-04 06:03:41,2025-01-03 22:30:00,0.5656774,4.5484796,13.3581295
Field-A,2025-01-04 05:42:26,2025-01-03 23:00:00,0.7698452,4.262217,16.732658
Field-A,2025-01-04 00:07:32,2025-01-03 23:30:00,0.6808272,5.7102623,18.985376
Field-A,2025-01-04 06:31:22,2025-01-04 00:00:00,0.66148496,6.103794,11.383095
Field-A,2025-01-04 02:04:00,2025-01-04 00:30:00,0.63253504,5.63639,13.01989
Field-A,2025-01-04 03:53:23,2025-01-04 01:00:00,0.49501005,2.6070864,21.981863
Field-A,2025-01-04 07:03:45,2025-01-04 01:30:00,0.52567536,3.0023587,23.63205
Field-A,2025-01-04 09:35:32,2025-01-04 02:00:00,0.62467885,6.07754,16.471872
Field-A,2025-01-04 08:47:03,2025-01-04 02:30:00,0.5487953,8.437681,7.6338997
Field-A,2025-01-04 07:29:44,2025-01-04 03:00:00,0.7800615,5.535314,13.930856
Field-A,2025-01-04 04:34:06,2025-01-04 03:30:00,0.596821,4.2943296,5.910682
Field-A,2025-01-04 04:39:02,2025-01-04 04:00:00,0.64767396,5.693549,16.526417
Field-A,2025-01-04 09:51:48,2025-01-04 04:30:00,0.32751688,2.698993,17.787823
Field-A,2025-01-04 16:38:30,2025-01-04 05:00:00,0.7497814,8.079675,14.105027
Field-A,2025-01-04 15:18:34,2025-01-04 05:30:00,0.47538877,5.610507,17.691978
Field-A,2025-01-04 10:59:36,2025-01-04 06:00:00,0.39232236,3.727194,18.918308
Field-A,2025-01-04 09:01:05,2025-01-04 06:30:00,0.8763135,4.83305,17.798035
Field-A,2025-01-04 11:11:55,2025-01-04 07:00:00,0.7055719,4.04052,7.5892878
Field-A,2025-01-04 13:22:47,2025-01-04 07:30:00,0.75587726,8.085674,14.22715
Field-A,2025-01-04 15:31:41,2025-01-04 08:00:00,0.6618093,4.7550716,18.8689
Field-A,2025-01-04 15:08:15,2025-01-04 08:30:00,0.56323284,5.541805,27.050982
Field-A,2025-01-04 14:26:34,2025-01-04 09:00:00,0.52967125,6.4621983,14.096519
Field-A,2025-01-04 17:06:19,2025-01-04 09:30:00,0.7202398,3.5703135,19.85588
Field-A,2025-01-04 21:43:41,2025-01-04 10:00:00,0.7838534,5.6261606,22.147064
Field-A,2025-01-04 15:29:00,2025-01-04 10:30:00,0.5677269,5.803758,14.623606
Field-A,2025-01-04 11:36:03,2025-01-04 11:00:00,0.9530577,1.7810266,24.038855
Field-A,2025-01-04 21:42:37,2025-01-04 11:30:00,0.54448265,5.7559323,24.415216
Field-A,2025-01-04 21:47:58,2025-01-04 12:00:00,0.32907847,5.0993233,25.662693
Field-A,2025-01-04 19:33:35,2025-01-04 12:30:00,0.2701259,5.4859257,19.209024
Field-A,2025-01-04 13:15:13,2025-01-04 13:00:00,0.27620044,5.278385,32.52096
Field-A,2025-01-05 00:11:19,2025-01-04 13:30:00,0.5055139,5.7701735,11.693018
Field-A,2025-01-04 16:11:40,2025-01-04 14:00:00,0.53823674,8.142155,30.868544
Field-A,2025-01-05 02:05:07,2025-01-04 14:30:00,0.7028679,2.6050837,21.378096
Field-A,2025-01-04 17:05:16,2025-01-04 15:00:00,0.57485056,4.4472647,25.382711
Field-A,2025-01-04 15:32:12,2025-01-04 15:30:00,0.7318068,6.666561,13.759736
Field-A,2025-01-04 20:05:15,2025-01-04 16:00:00,0.5880807,6.258037,21.911324
Field-A,2025-01-04 22:24:55,2025-01-04 16:30:00,0.5824339,6.2106924,25.98882
Field-A,2025-01-04 18:00:46,2025-01-04 17:30:00,0.83606595,6.5510983,14.856716
Field-A,2025-01-04 20:55:34,2025-01-04 18:00:00,0.30433282,7.688063,1.0112312
Field-A,2025-01-05 02:23:18,2025-01-04 18:30:00,0.63423586,4.5244412,14.751669
Field-A,2025-01-05 01:10:49,2025-01-04 19:00:00,0.5473029,3.0155928,10.287943
Field-A,2025-01-05 05:44:06,2025-01-04 19:30:00,0.7207158,4.5085015,14.475626
Field-A,2025-01-05 03:58:43,2025-01-04 20:30:00,0.58155584,6.0950212,28.024624
Field-A,2025-01-04 23:50:12,2025-01-04 21:00:00,0.5320049,6.087153,5.923867
Field-A,2025-01-05 02:13:33,2025-01-04 21:30:00,0.83078617,4.728442,19.890167
Field-A,2025-01-05 03:33:34,2025-01-04 22:00:00,0.5804331,4.377634,21.592518
Field-A,2025-01-05 05:43:59,2025-01-04 22:30:00,0.93453723,4.804314,13.634721
Field-A,2025-01-05 09:07:37,2025-01-04 23:00:00,0.6290045,6.793846,17.248154
Field-A,2025-01-05 03:28:33,2025-01-04 23:30:00,0.5839168,7.0496,17.931875
Field-A,2025-01-05 08:22:50,2025-01-05 00:00:00,0.5538412,2.9862683,6.5737205
Field-A,2025-01-05 02:57:47,2025-01-05 00:30:00,0.68156445,6.8771534,8.780695
Field-A,2025-01-05 05:41:41,2025-01-05 01:00:00,0.4740892,3.7684133,17.206078
Field-A,2025-01-05 02:29:16,2025-01-05 01:30:00,0.60623366,6.2316275,16.695818
Field-A,2025-01-05 05:13:54,2025-01-05 02:00:00,0.58146465,4.777675,11.040061
Field-A,2025-01-05 12:01:08,2025-01-05 02:30:00,0.63854456,8.644734,10.439367
Field-A,2025-01-05 09:11:12,2025-01-05 03:00:00,0.64300543,4.280236,15.371545
Field-A,2025-01-05 14:23:01,2025-01-05 03:30:00,0.65235907,5.592946,22.203056
Field-A,2025-01-05 06:41:49,2025-01-05 04:00:00,0.59708285,6.534505,15.4646
Field-A,2025-01-05 09:39:55,2025-01-05 04:30:00,0.86240983,3.2772906,27.359116
Field-A,2025-01-05 06:52:05,2025-01-05 05:00:00,0.65606236,5.0397143,11.129256
Field-A,2025-01-05 08:57:41,2025-01-05 05:30:00,0.99,4.6135135,17.351768
Field-A,2025-01-05 06:31:14,2025-01-05 06:00:00,0.5889732,4.06961,13.519932
Field-A,2025-01-05 09:02:57,2025-01-05 06:30:00,0.75260437,4.2326093,20.115726
Field-A,2025-01-05 07:07:38,2025-01-05 07:00:00,0.44931114,7.646432,10.528885
Field-A,2025-01-05 15:33:34,2025-01-05 07:30:00,0.83214206,3.8831885,29.491785
Field-A,2025-01-05 19:40:24,2025-01-05 08:00:00,0.4532289,6.4460974,4.1657133
Field-A,2025-01-05 09:02:50,2025-01-05 08:30:00,0.66205806,5.892109,28.008362
Field-A,2025-01-05 13:20:08,2025-01-05 09:00:00,0.5324031,2.1266437,16.62992
Field-A,2025-01-05 20:09:58,2025-01-05 09:30:00,0.6613614,6.3421726,19.866972
Field-A,2025-01-05 10:26:48,2025-01-05 10:00:00,0.53773665,2.090271,25.341675
Field-A,2025-01-05 19:02:51,2025-01-05 10:30:00,0.4379345,6.581802,22.00363
Field-A,2025-01-05 17:58:30,2025-01-05 11:00:00,0.5311134,4.0841784,10.8898115
Field-A,2025-01-05 21:26:35,2025-01-05 11:30:00,0.8574844,5.218408,20.200626
Field-A,2025-01-05 17:38:24,2025-01-05 12:00:00,0.6641097,2.3525841,29.072317
Field-A,2025-01-05 13:28:20,2025-01-05 12:30:00,0.348007,5.469241,9.788958
Field-A,2025-01-05 19:53:36,2025-01-05 13:00:00,0.77716887,7.2392907,30.829
Field-A,2025-01-06 01:07:26,2025-01-05 13:30:00,0.41952744,3.424676,18.699917
Field-A,2025-01-05 20:29:58,2025-01-05 14:00:00,0.71380466,3.8642323,12.967405
Field-A,2025-01-05 15:06:07,2025-01-05 14:30:00,0.6795697,6.200166,9.746974
Field-A,2025-01-05 16:12:01,2025-01-05 15:00:00,0.6909359,6.2551603,14.436991
Field-A,2025-01-05 21:22:27,2025-01-05 15:30:00,0.91357404,0.5,2.3130517
Field-A,2025-01-06 00:58:55,2025-01-05 16:00:00,0.43084463,9.633894,13.093288
Field-A,2025-01-05 19:01:52,2025-01-05 16:30:00,0.6899431,6.362818,14.15951
Field-A,2025-01-05 21:30:55,2025-01-05 17:00:00,0.806726,6.733221,8.479104
Field-A,2025-01-06 05:05:46,2025-01-05 17:30:00,0.4641985,4.884211,21.234917
Field-A,2025-01-06 05:57:12,2025-01-05 18:00:00,0.44576436,1.1182222,14.468636
Field-A,2025-01-06 05:11:45,2025-01-05 18:30:00,0.52830625,6.6843886,11.549438
Field-A,2025-01-06 02:05:28,2025-01-05 19:00:00,0.63845193,3.9565864,13.722663
Field-A,2025-01-06 06:13:32,2025-01-05 19:30:00,0.32611427,6.39665,18.485752
Field-A,2025-01-06 01:53:01,2025-01-05 20:00:00,0.6792524,4.7186375,16.512548
Field-A,2025-01-06 08:24:07,2025-01-05 20:30:00,0.32649037,5.7236867,11.093174
Field-A,2025-01-06 01:20:12,2025-01-05 21:00:00,0.8127996,3.495008,16.879574
Field-A,2025-01-06 08:29:03,2025-01-05 21:30:00,0.672478,7.1016555,15.645268
Field-A,2025-01-06 04:27:53,2025-01-05 22:00:00,0.92436516,2.585566,8.02375
Field-A,2025-01-06 09:40:19,2025-01-05 22:30:00,0.7003811,10.140253,13.980467
Field-A,2025-01-06 04:40:42,2025-01-05 23:00:00,0.52514315,10.123487,20.055368
Field-A,2025-01-06 10:08:19,2025-01-05 23:30:00,0.4362381,8.791939,20.004969
Field-A,2025-01-06 06:18:31,2025-01-06 00:00:00,0.6230004,8.006054,14.390249
Field-A,2025-01-06 10:17:34,2025-01-06 00:30:00,0.5745549,5.0139937,20.73741
Field-A,2025-01-06 12:38:37,2025-01-06 01:00:00,0.793505,7.7664027,9.140311
Field-A,2025-01-06 02:27:21,2025-01-06 01:30:00,0.41284862,4.988412,9.357085
Field-A,2025-01-06 06:51:54,2025-01-06 02:00:00,0.94376236,1.7822614,14.241216
Field-A,2025-01-06 02:33:18,2025-01-06 02:30:00,0.80945987,8.507043,26.482964
Field-A,2025-01-06 06:22:16,2025-01-06 03:00:00,0.5433657,7.683414,17.142761
Field-A,2025-01-06 04:05:46,2025-01-06 03:30:00,0.9036078,5.131054,14.072439
Field-A,2025-01-06 09:06:13,2025-01-06 04:00:00,0.43903694,2.5045946,26.808966
Field-A,2025-01-06 08:37:15,2025-01-06 04:30:00,0.6170062,3.9103584,13.991431
Field-A,2025-01-06 05:37:31,2025-01-06 05:00:00,0.35023522,1.1934797,31.643133
Field-A,2025-01-06 10:04:24,2025-01-06 05:30:00,0.9123825,7.2791777,12.421019
Field-A,2025-01-06 11:28:30,2025-01-06 06:00:00,0.28347036,1.6727203,8.917899
Field-A,2025-01-06 06:46:06,2025-01-06 06:30:00,0.3207205,5.831028,14.835466
Field-A,2025-01-06 18:02:56,2025-01-06 07:00:00,0.46575165,3.3438747,14.256411
Field-A,2025-01-06 11:13:56,2025-01-06 07:30:00,0.81801826,2.0612524,10.345961
Field-A,2025-01-06 10:24:45,2025-01-06 08:00:00,0.75187206,5.724381,34.213818
Field-A,2025-01-06 09:09:26,2025-01-06 08:30:00,0.6019691,4.4656415,18.230387
Field-A,2025-01-06 10:04:14,2025-01-06 09:00:00,0.7634067,7.044016,19.249746
Field-A,2025-01-06 17:47:14,2025-01-06 09:30:00,0.55922556,2.4112685,12.766845
Field-A,2025-01-06 10:11:30,2025-01-06 10:00:00,0.65603715,3.533908,11.956314
Field-A,2025-01-06 11:37:05,2025-01-06 10:30:00,0.8773107,0.5,23.17891
Field-A,2025-01-06 18:43:49,2025-01-06 11:00:00,0.5356086,0.5,4.269108
Field-A,2025-01-06 15:37:47,2025-01-06 11:30:00,0.44205293,9.156023,7.9999485
Field-A,2025-01-06 21:10:51,2025-01-06 12:00:00,0.6646669,9.783916,14.268841
Field-A,2025-01-06 20:53:47,2025-01-06 12:30:00,0.7132494,5.4039974,25.45733
Field-A,2025-01-06 21:03:21,2025-01-06 13:00:00,0.5998806,3.3875768,13.378381
Field-A,2025-01-06 14:18:31,2025-01-06 13:30:00,0.7606086,4.543412,18.913061
Field-A,2025-01-06 21:41:21,2025-01-06 14:00:00,0.54377335,7.1218634,16.194101
Field-A,2025-01-07 01:18:21,2025-01-06 14:30:00,0.60295826,4.068344,25.073809
Field-A,2025-01-07 00:48:07,2025-01-06 15:00:00,0.6474235,5.7227945,4.906939
Field-A,2025-01-07 02:45:15,2025-01-06 15:30:00,0.631725,5.1719365,21.151743
Field-A,2025-01-07 02:14:28,2025-01-06 16:00:00,0.87038887,3.9486122,14.607707
Field-A,2025-01-07 03:31:15,2025-01-06 16:30:00,0.64652014,4.042376,22.47419
Field-A,2025-01-06 21:02:03,2025-01-06 17:00:00,0.52529764,5.845306,10.265025
Field-A,2025-01-06 20:33:53,2025-01-06 17:30:00,0.6750367,3.050846,16.170752
Field-A,2025-01-07 00:57:18,2025-01-06 18:00:00,0.76159316,6.1938047,15.282453
Field-A,2025-01-06 20:46:41,2025-01-06 18:30:00,0.7193624,4.162526,8.982952
Field-A,2025-01-07 02:53:47,2025-01-06 19:00:00,0.70938534,5.480208,7.037109
Field-A,2025-01-07 07:22:51,2025-01-06 19:30:00,0.31035098,8.244718,11.93712
Field-A,2025-01-07 00:05:50,2025-01-06 20:00:00,0.15,4.8299775,16.909517
Field-A,2025-01-07 00:37:04,2025-01-06 20:30:00,0.8095476,7.2235694,10.701614
Field-A,2025-01-07 04:38:07,2025-01-06 21:00:00,0.6589943,1.2575277,13.689485
Field-A,2025-01-07 04:48:55,2025-01-06 21:30:00,0.5761161,4.165201,2.7994184
Field-A,2025-01-07 05:54:47,2025-01-06 22:00:00,0.7049763,5.260915,13.405451
Field-A,2025-01-07 03:19:29,2025-01-06 22:30:00,0.92691576,9.431328,23.165106
Field-A,2025-01-06 23:00:06,2025-01-06 23:00:00,0.8344356,0.8881054,20.936262
Field-A,2025-01-07 02:21:40,2025-01-06 23:30:00,0.7531997,4.9883385,15.391546
Field-A,2025-01-07 01:01:08,2025-01-07 00:00:00,0.42038938,8.404716,17.705568
Field-A,2025-01-07 02:28:53,2025-01-07 00:30:00,0.44377765,3.4729552,10.202177
Field-A,2025-01-07 09:49:05,2025-01-07 01:00:00,0.15044716,4.731755,27.37107
Field-A,2025-01-07 02:45:03,2025-01-07 01:30:00,0.69403243,5.929826,30.474337
Field-A,2025-01-07 02:54:20,2025-01-07 02:00:00,0.7795529,5.605919,17.153765
Field-A,2025-01-07 04:55:02,2025-01-07 02:30:00,0.7942321,8.644695,34.1348
Field-A,2025-01-07 09:05:33,2025-01-07 03:00:00,0.7015775,6.186642,11.238724
Field-A,2025-01-07 03:54:09,2025-01-07 03:30:00,0.55226797,8.1211,7.2424455
